"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"There are many different versions of this one floating around, so make sure you can locate one of the unrated copies, otherwise some gore and one scene of nudity might be missing. Some versions also omit most of the opening sequence and other bits here and there. The cut I saw has the on-screen title WITCHCRAFT: EVIL ENCOUNTERS and was released by Shriek Show, who maintain the original US release title WITCHERY for the DVD release. It's a nice-looking print and seems to have all of the footage, but has some cropping/aspect ratio issues. In Italy, it was released as LA CASA 4 (WITCHCRAFT). The first two LA CASA releases were actually the first two EVIL DEAD films (retitled) and the third LA CASA was another film by the same production company (Filmirage), which is best known here in America as GHOSTHOUSE. To make matters even more confusing, WITCHERY was also released elsewhere as GHOSTHOUSE 2. Except in Germany, where GHOSTHOUSE 2 is actually THE OGRE: DEMONS 3. OK, I better just shut up now. I'm starting to confuse myself!<br /><br />Regardless of the title, this is a very hit-or-miss horror effort. Some of it is good, some of it isn't. I actually was into this film for the first half or so, but toward the end it became a senseless [[mess]]. A large, vacant hotel located on an island about 50 miles from Boston is the setting, as various people get picked off one-by-one by a German- speaking witch (Hildegard Knef). Photographer Gary (David Hasselhoff), who wants to capture ""Witch Light,"" and his virginal writer girlfriend (Leslie Cumming), who is studying witchcraft, are shacking up at the hotel without permission. Along comes real estate agent Jerry (Rick Farnsworth), who's showing off the property to potential buyers Rose (Annie Ross) and Freddie (Robert Champagne) Brooks. Also [[tagging]] along are their children; pregnant grown daughter Jane (Linda Blair) and very young son Tommy (Michael Manchester), as well as oversexed architect Linda Sullivan (Catherine Hickland - Hasselhoff's wife at the time). Once everyone is inside, their boat driver is killed (hung) and the boat disappears, so they find themselves trapped and basically at the mercy of the ""Lady in Black.""<br /><br />So what can you expect to find here? Plenty of unpleasantries! One of the characters has their lips sewn shut and is then hung upside down in the fireplace and accidentally slow-roasted by the rest of the cast. There's also a crucifixion, witches eating a dead baby, a swordfish through the head, someone set on fire, a possession, a Sesame Street tape recorder, the virgin getting raped by some demon, a guys veins bulging and exploding thanks to voodoo doll pokes and some other stuff. From a technical standpoint, it's a nice-looking film with pretty good cinematography, a decent score and good gore effects. The hotel/island setting is also pretty nice. Blair (particularly at the end) and Ross both seem like they're having fun and Knef is great as the evil witch. Even though people like to ridicule Hasselhoff these days, he's not bad in his role, either.<br /><br />On the down side, despite all the gore, the film seems somewhat dull and it gets monotonous after about an hour. The supernatural themes are muddled and confusing, too. When characters are being swept into the witches lair to be tortured and killed, the filmmakers unwisely decided to superimpose the screaming actors over some silly looking red spiral vortex effect that looks supremely cheesy. And the witch lair itself is vacant and cheaply designed with unfinished lumber. And while most of the cast is at least decent, a few of the performances (particularly the ""actress"" who plays Hasselhoff's girlfriend and the kid) are so bad they're constantly distracting.","There are many different versions of this one floating around, so make sure you can locate one of the unrated copies, otherwise some gore and one scene of nudity might be missing. Some versions also omit most of the opening sequence and other bits here and there. The cut I saw has the on-screen title WITCHCRAFT: EVIL ENCOUNTERS and was released by Shriek Show, who maintain the original US release title WITCHERY for the DVD release. It's a nice-looking print and seems to have all of the footage, but has some cropping/aspect ratio issues. In Italy, it was released as LA CASA 4 (WITCHCRAFT). The first two LA CASA releases were actually the first two EVIL DEAD films (retitled) and the third LA CASA was another film by the same production company (Filmirage), which is best known here in America as GHOSTHOUSE. To make matters even more confusing, WITCHERY was also released elsewhere as GHOSTHOUSE 2. Except in Germany, where GHOSTHOUSE 2 is actually THE OGRE: DEMONS 3. OK, I better just shut up now. I'm starting to confuse myself!<br /><br />Regardless of the title, this is a very hit-or-miss horror effort. Some of it is good, some of it isn't. I actually was into this film for the first half or so, but toward the end it became a senseless [[dislocation]]. A large, vacant hotel located on an island about 50 miles from Boston is the setting, as various people get picked off one-by-one by a German- speaking witch (Hildegard Knef). Photographer Gary (David Hasselhoff), who wants to capture ""Witch Light,"" and his virginal writer girlfriend (Leslie Cumming), who is studying witchcraft, are shacking up at the hotel without permission. Along comes real estate agent Jerry (Rick Farnsworth), who's showing off the property to potential buyers Rose (Annie Ross) and Freddie (Robert Champagne) Brooks. Also [[markup]] along are their children; pregnant grown daughter Jane (Linda Blair) and very young son Tommy (Michael Manchester), as well as oversexed architect Linda Sullivan (Catherine Hickland - Hasselhoff's wife at the time). Once everyone is inside, their boat driver is killed (hung) and the boat disappears, so they find themselves trapped and basically at the mercy of the ""Lady in Black.""<br /><br />So what can you expect to find here? Plenty of unpleasantries! One of the characters has their lips sewn shut and is then hung upside down in the fireplace and accidentally slow-roasted by the rest of the cast. There's also a crucifixion, witches eating a dead baby, a swordfish through the head, someone set on fire, a possession, a Sesame Street tape recorder, the virgin getting raped by some demon, a guys veins bulging and exploding thanks to voodoo doll pokes and some other stuff. From a technical standpoint, it's a nice-looking film with pretty good cinematography, a decent score and good gore effects. The hotel/island setting is also pretty nice. Blair (particularly at the end) and Ross both seem like they're having fun and Knef is great as the evil witch. Even though people like to ridicule Hasselhoff these days, he's not bad in his role, either.<br /><br />On the down side, despite all the gore, the film seems somewhat dull and it gets monotonous after about an hour. The supernatural themes are muddled and confusing, too. When characters are being swept into the witches lair to be tortured and killed, the filmmakers unwisely decided to superimpose the screaming actors over some silly looking red spiral vortex effect that looks supremely cheesy. And the witch lair itself is vacant and cheaply designed with unfinished lumber. And while most of the cast is at least decent, a few of the performances (particularly the ""actress"" who plays Hasselhoff's girlfriend and the kid) are so bad they're constantly distracting.",0.0007593631744384766,0.5289185047149658,0,1,0,713,"Successful"
"[[Witchcraft]]/Witchery/La Casa 4/ and whatever else you wish to call it. How [[about]]..[[Crud]].<br /><br />A gathering of people at a Massachusetts island resort are besieged by the black magic [[powers]] of an evil [[witch]] killing each individual using cruel, [[torturous]] methods. [[Photographer]] Gary(David [[Hasselhoff]])is taking pictures for Linda(Catherine Hickland whose voice and demeanor resemble EE-YOR of the Winnie the Poo cartoon), a virgin studying witchcraft, on the island resort without permission. Rose Brooks(Annie Ross, portraying an incredibly rude bitch)[[is]] [[interested]] in perhaps purchasing the resort and, along with husband Freddie(Robert Champagne, who is always ogling other women much younger than him), pregnant daughter Jane(Linda Blair)and grandson Tommy(Michael Manchester, who just looks bored throughout, probably wanting to watch Sesame Street [[instead]] of [[starring]] in [[this]] rubbish), go by boat to the resort being treated to a look at the property by [[Realtor]] Tony Giordano's son Jerry(Rick Farnsworth), obviously a pup in the business getting his feet wet. Along with these folks is architect Leslie(Leslie Cumming, whose [[character]] [[is]] a nympho)who might help Rose re-design the resort. The boat's captain is killed by The Lady in Black(Hildegard Knef, wearing her make-up and lip-stick extra thick)and a [[storm]] is brewing. The boat [[drives]] off by itself(..guided [[by]] [[the]] invisible [[power]] [[of]] The [[Lady]] in Black, I guess)with everyone stuck in the decrepit [[resort]], which is in dire need of repairs. Most of [[the]] [[victims]], [[before]] [[meeting]] their [[grisly]] fates [[are]] [[carried]] through a type of red [[wormhole]] whose [[vortex]] [[leads]] to another [[dimension]](..perhaps a type of hell or something)where they [[are]] tortured by these [[fiends]] dressed [[in]] raggedy [[clothes]] [[with]] a [[crummy]] visage. One [[victim]] [[has]] [[her]] mouth [[sown]] [[before]] [[being]] hung upside down [[in]] a chimney, [[roasted]] [[as]] the [[others]] light the [[fireplace]]. One [[poor]] [[soul]] [[is]] tortured by harsh twistings [[of]] rope [[wrapped]] [[tightly]] [[around]] [[her]] [[flesh]] [[before]] [[being]] [[found]] [[hanging]] [[from]] the [[snout]] [[of]] a [[swordfish]] [[penetrating]] through [[her]] [[neck]]. One [[fellow]] is slowly suffocating as his veins bulge(..[[and]] [[bleed]]) and neck's blood [[vessels]] burst [[squirting]] in Hasselhoff's face! One fellow is crucified with nails hammered into his hands before being hung upside down over an open flame. Blair's pregnant victim becomes possessed with her hair standing on end speaking in another woman's voice. One is raped by this demonic man with a ""diseased"" mouth as the hellish hobos stand nearby gleefully cheering. The film, despite it's excesses, is mostly dull fodder for those who really wish to see the lowest point in the careers of Hasselhoff and Blair, who deserve better than this. Almost unbearable at times, building little-to-no suspense. Clumsy execution of the death sequences which look cheap and laughable. Sure some gore is okay, but most of the film shows victims after they've been run through the ringer. We do get a chance to see pregnant women(..who look exactly like stuntmen in costume with bad wigs) jumping out three story windows. Oh, and The Lady in Black's reflected face often pops up on inanimate objects for characters to see. Tommy has a little Sesame Street recorder which tapes The Lady in Black's mumbo jumbo chants, obviously used for later. For some reason, The Lady in Black likes to visit little Tommy. He's not at all scared of her, for Tommy's just too bored to show any expression on his face, much less fear. Need I say more? This one's a real stinker. Ugh.","[[Warlock]]/Witchery/La Casa 4/ and whatever else you wish to call it. How [[in]]..[[Gunk]].<br /><br />A gathering of people at a Massachusetts island resort are besieged by the black magic [[authority]] of an evil [[wizard]] killing each individual using cruel, [[infernal]] methods. [[Pictured]] Gary(David [[Baywatch]])is taking pictures for Linda(Catherine Hickland whose voice and demeanor resemble EE-YOR of the Winnie the Poo cartoon), a virgin studying witchcraft, on the island resort without permission. Rose Brooks(Annie Ross, portraying an incredibly rude bitch)[[got]] [[anxious]] in perhaps purchasing the resort and, along with husband Freddie(Robert Champagne, who is always ogling other women much younger than him), pregnant daughter Jane(Linda Blair)and grandson Tommy(Michael Manchester, who just looks bored throughout, probably wanting to watch Sesame Street [[alternatively]] of [[showing]] in [[that]] rubbish), go by boat to the resort being treated to a look at the property by [[Courtier]] Tony Giordano's son Jerry(Rick Farnsworth), obviously a pup in the business getting his feet wet. Along with these folks is architect Leslie(Leslie Cumming, whose [[letters]] [[gets]] a nympho)who might help Rose re-design the resort. The boat's captain is killed by The Lady in Black(Hildegard Knef, wearing her make-up and lip-stick extra thick)and a [[stormy]] is brewing. The boat [[boardwalk]] off by itself(..guided [[throughout]] [[both]] invisible [[skill]] [[at]] The [[Femme]] in Black, I guess)with everyone stuck in the decrepit [[resorts]], which is in dire need of repairs. Most of [[both]] [[casualty]], [[until]] [[discussion]] their [[abysmal]] fates [[comprise]] [[stirred]] through a type of red [[vortex]] whose [[storm]] [[generates]] to another [[amplitude]](..perhaps a type of hell or something)where they [[were]] tortured by these [[lackeys]] dressed [[during]] raggedy [[coats]] [[de]] a [[inclement]] visage. One [[injury]] [[maintains]] [[she]] mouth [[grown]] [[until]] [[continuing]] hung upside down [[throughout]] a chimney, [[busted]] [[because]] the [[injuring]] light the [[chimneys]]. One [[impoverished]] [[mind]] [[assumes]] tortured by harsh twistings [[between]] rope [[chained]] [[harshly]] [[at]] [[he]] [[loaf]] [[until]] [[persisted]] [[discovered]] [[hanged]] [[for]] the [[nasal]] [[de]] a [[catfish]] [[subtle]] through [[she]] [[col]]. One [[gentleman]] is slowly suffocating as his veins bulge(..[[nor]] [[flushing]]) and neck's blood [[fleets]] burst [[squirts]] in Hasselhoff's face! One fellow is crucified with nails hammered into his hands before being hung upside down over an open flame. Blair's pregnant victim becomes possessed with her hair standing on end speaking in another woman's voice. One is raped by this demonic man with a ""diseased"" mouth as the hellish hobos stand nearby gleefully cheering. The film, despite it's excesses, is mostly dull fodder for those who really wish to see the lowest point in the careers of Hasselhoff and Blair, who deserve better than this. Almost unbearable at times, building little-to-no suspense. Clumsy execution of the death sequences which look cheap and laughable. Sure some gore is okay, but most of the film shows victims after they've been run through the ringer. We do get a chance to see pregnant women(..who look exactly like stuntmen in costume with bad wigs) jumping out three story windows. Oh, and The Lady in Black's reflected face often pops up on inanimate objects for characters to see. Tommy has a little Sesame Street recorder which tapes The Lady in Black's mumbo jumbo chants, obviously used for later. For some reason, The Lady in Black likes to visit little Tommy. He's not at all scared of her, for Tommy's just too bored to show any expression on his face, much less fear. Need I say more? This one's a real stinker. Ugh.",0.00019305944442749023,0.5037816166877747,0,1,0,2380,"Successful"
"""Witchery"" might just be the most [[incoherent]] and lamentably scripted horror movie of the 80's but, luckily enough, it has a few compensating qualities like fantastic gore effects, an exhilarating musical score and some terrific casting choices. Honestly the screenplay doesn't make one iota of sense, but who cares when Linda Blair (with an exploded hairstyle) portrays yet another girl possessed by evil powers and David Hasselhof depicts a hunky photographer (who can't seem to get laid) in a movie that constantly features bloody voodoo, sewn-shut lips, upside down crucifixions, vicious burnings and an overused but genuinely creepy tune. Eight random people are gathered together on an abandoned vacation resort island off the coast of Massachusetts. The young couple is there to investigate the place's dark history; the dysfunctional family (with a pregnant Linda Blair even though nobody seems to bother about who the father is and what his whereabouts are) considers re-opening the hotel and the yummy female architect simply tagged along for casual sex. They're forced to stay the night in the ramshackle hotel and then suddenly the previous landlady  an aging actress or something who always dresses in black  starts taking them out in various engrossing ways. Everything is somehow related to the intro sequence showing a woman accused of witchery jump out of a window. Anyway, the plot is definitely of minor importance in an Italian horror franchise that started as an unofficial spin-off of ""The Evil Dead"". The atmosphere is occasionally unsettling and the make-up effects are undoubtedly the most superior element of the entire film. There's something supremely morbid and unsettling about staring at a defenseless woman hanging upside down a chimney and waiting to get fried.","""Witchery"" might just be the most [[unfounded]] and lamentably scripted horror movie of the 80's but, luckily enough, it has a few compensating qualities like fantastic gore effects, an exhilarating musical score and some terrific casting choices. Honestly the screenplay doesn't make one iota of sense, but who cares when Linda Blair (with an exploded hairstyle) portrays yet another girl possessed by evil powers and David Hasselhof depicts a hunky photographer (who can't seem to get laid) in a movie that constantly features bloody voodoo, sewn-shut lips, upside down crucifixions, vicious burnings and an overused but genuinely creepy tune. Eight random people are gathered together on an abandoned vacation resort island off the coast of Massachusetts. The young couple is there to investigate the place's dark history; the dysfunctional family (with a pregnant Linda Blair even though nobody seems to bother about who the father is and what his whereabouts are) considers re-opening the hotel and the yummy female architect simply tagged along for casual sex. They're forced to stay the night in the ramshackle hotel and then suddenly the previous landlady  an aging actress or something who always dresses in black  starts taking them out in various engrossing ways. Everything is somehow related to the intro sequence showing a woman accused of witchery jump out of a window. Anyway, the plot is definitely of minor importance in an Italian horror franchise that started as an unofficial spin-off of ""The Evil Dead"". The atmosphere is occasionally unsettling and the make-up effects are undoubtedly the most superior element of the entire film. There's something supremely morbid and unsettling about staring at a defenseless woman hanging upside down a chimney and waiting to get fried.",0.004587709903717041,0.5376330614089966,0,1,0,332,"Successful"
"Witchy Hildegard Knef traps a group of people in an isolated hotel and picks them off one by one in twisted, disgusting ways. I thought I'd seen it all until one unfortunate man here is crucified and then has his head set on fire. Hildy is quite the prankster too: she takes a nagging harpy and [[sews]] her mouth shut...then hangs her upside down in the chimney just in time for a roaring fire! ""Witchery"" made me [[sick]]. It made my [[eyes]] hurt. I was ready to write it off as the [[worst]] [[movie]] ever-ever-ever [[made]] by otherwise [[competent]] people...until the finale. I have to admit I loved the [[ending]]. It involves a boy and his toy tape-recorder cornered by Linda Blair looking fantastically possessed. The scene only lasts for about a minute and the movie's over, but you know that old saying: ""If you've got a great ending, people will forgive you for just about anything!""","Witchy Hildegard Knef traps a group of people in an isolated hotel and picks them off one by one in twisted, disgusting ways. I thought I'd seen it all until one unfortunate man here is crucified and then has his head set on fire. Hildy is quite the prankster too: she takes a nagging harpy and [[stitch]] her mouth shut...then hangs her upside down in the chimney just in time for a roaring fire! ""Witchery"" made me [[unwell]]. It made my [[eyeballs]] hurt. I was ready to write it off as the [[shittiest]] [[theatres]] ever-ever-ever [[incurred]] by otherwise [[able]] people...until the finale. I have to admit I loved the [[terminates]]. It involves a boy and his toy tape-recorder cornered by Linda Blair looking fantastically possessed. The scene only lasts for about a minute and the movie's over, but you know that old saying: ""If you've got a great ending, people will forgive you for just about anything!""",0.00021821260452270508,0.5752739906311035,0,1,0,325,"Successful"
"A really very bad movie, with a [[very]] [[few]] good [[moments]] or [[qualities]].<br /><br />It [[starts]] off with pregnant Linda Blair, who runs down a hallways to flee what might be monsters or people with pitchforks, I'm not sure. She jumps through a window and wakes up, and we see she is very [[pregnant]]. The degree to which she is pregnant varies widely throughout the movie.<br /><br />She and an annoying and possibly [[retarded]] little [[boy]] who I thought was her son travel to an abandoned hotel on an island. Italian horror [[directors]] find the most irritating little [[boys]] to [[put]] in their movies! On the island already are David Hasselhoff and his German-speaking virgin girlfriend (you know how Germans are said to love Hasselhoff...). He's taking photographs, and she's translating an esoteric German book about witches, [[I]] think.<br /><br />Also traveling to the island are an older couple who have purchased it, and a real estate agent, and a woman I thought was their daughter. Evidently she was an architect, and Linda Blair and the boy are the older couple's children. I guess they all traveled to the island together, but it really seemed like Linda and the boy were apart from the rest of them (maybe they [[were]] [[filmed]] separately).<br /><br />The hotel seems [[neat]], certainly from the exteriors, but [[it]] isn't used to [[any]] [[great]] effect. An old [[woman]] [[in]] bad makeup and a [[black]] cloak keeps appearing to the boy and chants something in German sometimes, which he eventually records on his Sesame Street tape recorder.<br /><br />[[People]] start [[getting]] [[killed]], either in their [[dreams]], or sucked [[into]] hell or something. Some of these gore scenes are OK, but not enough to [[recommend]] [[the]] [[movie]]. [[Though]] the copy I watched stated it is uncut on [[the]] box [[cover]], the death of one character whose veins explode really seems to have been cut. Much of the scene is showing another character's reaction shots, since we're not seeing anything ourselves. The creepiest scene [[is]] one in which a man or demon with a really messy-looking wound of a mouth rapes someone. He looked particularly nasty. There's a laughably and painfully bad scene in which Linda Blair is possessed. I wish if a horror movie is going to cast her, they would do something original with her role, and let her leave Exorcist behind her (except for the yearly horror conventions).<br /><br />In the weird, largely Italian, tradition of claiming to be a sequel to something it is unrelated to, this is also AKA La Casa 4 and Ghosthouse 2. That is, it is supposedly a sequel to Casa 3 - Ghosthouse, La (1988) - it's not (that's also a better movie than this one). La Casa 1 and two were The Evil Dead (1981) and Evil Dead II (1987) - again unrelated to Witchery and La Casa 3 (and much better than those). There's also a Casa 5, La (1990) AKA House 5, which seems to want to be a sequel to the fake La Casa series and the series House: House (1986) House II: The Second Story (1987), The Horror Show (1989) AKA House III, and House IV (1992). How's The Horror Show fit in there? It doesn't really, it claimed to be a sequel, thus requiring the real series entry to renumber itself to cause less (or more?) confusion. Oddly, The Horror Show is also AKA Horror House, and La Casa 5 is also AKA Horror House 2. Does your head hurt yet?","A really very bad movie, with a [[tremendously]] [[rare]] good [[time]] or [[specifics]].<br /><br />It [[introductory]] off with pregnant Linda Blair, who runs down a hallways to flee what might be monsters or people with pitchforks, I'm not sure. She jumps through a window and wakes up, and we see she is very [[maternity]]. The degree to which she is pregnant varies widely throughout the movie.<br /><br />She and an annoying and possibly [[dimwit]] little [[petit]] who I thought was her son travel to an abandoned hotel on an island. Italian horror [[fuhrer]] find the most irritating little [[guys]] to [[introduced]] in their movies! On the island already are David Hasselhoff and his German-speaking virgin girlfriend (you know how Germans are said to love Hasselhoff...). He's taking photographs, and she's translating an esoteric German book about witches, [[me]] think.<br /><br />Also traveling to the island are an older couple who have purchased it, and a real estate agent, and a woman I thought was their daughter. Evidently she was an architect, and Linda Blair and the boy are the older couple's children. I guess they all traveled to the island together, but it really seemed like Linda and the boy were apart from the rest of them (maybe they [[stood]] [[filming]] separately).<br /><br />The hotel seems [[terrific]], certainly from the exteriors, but [[him]] isn't used to [[every]] [[magnificent]] effect. An old [[missus]] [[about]] bad makeup and a [[triad]] cloak keeps appearing to the boy and chants something in German sometimes, which he eventually records on his Sesame Street tape recorder.<br /><br />[[Men]] start [[attain]] [[homicide]], either in their [[nightmare]], or sucked [[in]] hell or something. Some of these gore scenes are OK, but not enough to [[commended]] [[both]] [[movies]]. [[Besides]] the copy I watched stated it is uncut on [[both]] box [[including]], the death of one character whose veins explode really seems to have been cut. Much of the scene is showing another character's reaction shots, since we're not seeing anything ourselves. The creepiest scene [[got]] one in which a man or demon with a really messy-looking wound of a mouth rapes someone. He looked particularly nasty. There's a laughably and painfully bad scene in which Linda Blair is possessed. I wish if a horror movie is going to cast her, they would do something original with her role, and let her leave Exorcist behind her (except for the yearly horror conventions).<br /><br />In the weird, largely Italian, tradition of claiming to be a sequel to something it is unrelated to, this is also AKA La Casa 4 and Ghosthouse 2. That is, it is supposedly a sequel to Casa 3 - Ghosthouse, La (1988) - it's not (that's also a better movie than this one). La Casa 1 and two were The Evil Dead (1981) and Evil Dead II (1987) - again unrelated to Witchery and La Casa 3 (and much better than those). There's also a Casa 5, La (1990) AKA House 5, which seems to want to be a sequel to the fake La Casa series and the series House: House (1986) House II: The Second Story (1987), The Horror Show (1989) AKA House III, and House IV (1992). How's The Horror Show fit in there? It doesn't really, it claimed to be a sequel, thus requiring the real series entry to renumber itself to cause less (or more?) confusion. Oddly, The Horror Show is also AKA Horror House, and La Casa 5 is also AKA Horror House 2. Does your head hurt yet?",0.00016105175018310547,0.5272186398506165,0,1,0,1554,"Successful"
"This film features two of my favorite guilty pleasures. Sure, the effects are laughable, the story confused, but just watching Hasselhoff in his Knight Rider days is always fun. I especially like the old hotel they used to shoot this in, it added to what [[little]] suspense was mustered. Give it a 3.","This film features two of my favorite guilty pleasures. Sure, the effects are laughable, the story confused, but just watching Hasselhoff in his Knight Rider days is always fun. I especially like the old hotel they used to shoot this in, it added to what [[small]] suspense was mustered. Give it a 3.",0.014334797859191895,0.8829540610313416,0,1,0,78,"Successful"
"I watched this movie purely for the setting. It was filmed in an old hotel that a friend owns shares of. The plot was predictable, the acting was mediorcre at best, the scares were all gross-outs, not true scares.<br /><br />I don't remember much of the plot, and I think that's because there wasn't much of one to remember. They didn't even use the hotel to it's fullest potential...The [[beaches]] are fantastic and the hotel is situated on a peninsula. At low tide, you can walk almost 1/4 mile into the bay, which is actually an eerie sight first thing in the morning or late at night when the wind is howling through the cracks.<br /><br />The best way to see this movie [[is]] with the remote in your hand so you can fast forward through the action (and I'm using that term loosly)scenes and pause at the beauty of the [[surroundings]]!","I watched this movie purely for the setting. It was filmed in an old hotel that a friend owns shares of. The plot was predictable, the acting was mediorcre at best, the scares were all gross-outs, not true scares.<br /><br />I don't remember much of the plot, and I think that's because there wasn't much of one to remember. They didn't even use the hotel to it's fullest potential...The [[beach]] are fantastic and the hotel is situated on a peninsula. At low tide, you can walk almost 1/4 mile into the bay, which is actually an eerie sight first thing in the morning or late at night when the wind is howling through the cracks.<br /><br />The best way to see this movie [[has]] with the remote in your hand so you can fast forward through the action (and I'm using that term loosly)scenes and pause at the beauty of the [[midst]]!",0.0005162954330444336,0.7303440570831299,0,1,0,220,"Successful"
"This only gets bashed because it stars David [[Hasselhoff]]. Well, then let me bash it to. Compared to the garbage they call horror coming out nowadays, this film isn't too bad. It has the beautiful Leslie Cumming. She is super hot, but can't talk very well. There is a great scene with her when she is supernaturally raped. She shows off her nice body. Linda Blair [[does]] [[nothing]] [[here]] as well as Hasselhoff. 3/10","This only gets bashed because it stars David [[Baywatch]]. Well, then let me bash it to. Compared to the garbage they call horror coming out nowadays, this film isn't too bad. It has the beautiful Leslie Cumming. She is super hot, but can't talk very well. There is a great scene with her when she is supernaturally raped. She shows off her nice body. Linda Blair [[wo]] [[jamais]] [[now]] as well as Hasselhoff. 3/10",0.0014486908912658691,0.808922529220581,0,1,0,119,"Successful"
"[[We]] brought this film as a joke for a [[friend]], and [[could]] of [[been]] our worst joke to play. The film is [[barely]] watchable, [[and]] the [[acting]] is [[dire]]. The worst child actor ever used and Hasslehoff [[giving]] a substandard performance. [[The]] [[plot]] [[is]] [[disgraceful]] and at points we was [[so]] [[bored]] we was [[wondering]] what the [[hell]] was [[going]] [[on]]. [[It]] [[tries]] to [[be]] [[gruesome]] [[in]] [[places]] but [[is]] [[just]] [[laughable]].<br /><br />Just terrible","[[Our]] brought this film as a joke for a [[amie]], and [[got]] of [[reached]] our worst joke to play. The film is [[miraculously]] watchable, [[both]] the [[behaved]] is [[devastating]]. The worst child actor ever used and Hasslehoff [[dar]] a substandard performance. [[Both]] [[plots]] [[be]] [[infamous]] and at points we was [[moreover]] [[dreary]] we was [[called]] what the [[geez]] was [[disappears]] [[pour]]. [[He]] [[tried]] to [[was]] [[horrific]] [[from]] [[venues]] but [[comes]] [[only]] [[foolishness]].<br /><br />Just terrible",0.00020116567611694336,0.6455336809158325,0,1,0,795,"Successful"
"Humm, an Italian movie starred by David hasselhoff and Linda Blair, I wasn´t expecting very much, to be [[honest]] and in fact, [[I]] took even [[less]] than I was [[expecting]]. It doesn´t mean this movie is the worst [[I]] have [[seen]] [[because]] [[I]] have [[watched]] worse things than [[this]] but the plot was [[most]] of the [[times]] [[confusing]] and [[uninteresting]] and some good gore scenes [[are]] [[the]] [[only]] thing [[saving]] this. Apart from that you are going to [[love]] some special effects, they are really cheesy and bad. Now I only want to [[watch]] ""Troll 3"" [[by]] [[this]] same [[director]], sure it is not going to be worse than that.","Humm, an Italian movie starred by David hasselhoff and Linda Blair, I wasn´t expecting very much, to be [[staunch]] and in fact, [[me]] took even [[underneath]] than I was [[predicts]]. It doesn´t mean this movie is the worst [[me]] have [[vu]] [[than]] [[me]] have [[proved]] worse things than [[that]] but the plot was [[toughest]] of the [[bouts]] [[worrying]] and [[forgettable]] and some good gore scenes [[is]] [[both]] [[lonely]] thing [[rescuing]] this. Apart from that you are going to [[loving]] some special effects, they are really cheesy and bad. Now I only want to [[follow]] ""Troll 3"" [[en]] [[that]] same [[headmaster]], sure it is not going to be worse than that.",0.0001938939094543457,0.5880144834518433,0,1,0,615,"Successful"
"I and a [[friend]] rented this movie. We both found the movie soundtrack and production techniques to be [[lagging]]. The movie's plot appeared to drag on throughout with [[little]] surprise in the ending. We both agreed that the movie could have been compressed into roughly an hour giving it more suspense and moving plot.","I and a [[friends]] rented this movie. We both found the movie soundtrack and production techniques to be [[belated]]. The movie's plot appeared to drag on throughout with [[restrained]] surprise in the ending. We both agreed that the movie could have been compressed into roughly an hour giving it more suspense and moving plot.",0.0020877718925476074,0.5319680571556091,0,1,0,157,"Successful"
